DateTime,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,is_anomaly,hour,day_of_week,day_of_month,day_of_year,week_of_year,month,year,quarter,is_weekend,Global_active_power_lag_1,Global_active_power_lag_2,Global_active_power_lag_3,Global_active_power_lag_24,Global_active_power_lag_48,Global_active_power_lag_168,Global_active_power_roll_mean_3,Global_active_power_roll_std_3,Global_active_power_roll_mean_6,Global_active_power_roll_std_6,Global_active_power_roll_mean_12,Global_active_power_roll_std_12,Global_active_power_roll_mean_24,Global_active_power_roll_std_24,Global_active_power_roll_mean_168,Global_active_power_roll_std_168
2006-12-25 22:00:00,206.296,3.474,236.645,19.818181818181817,550.0,87.0,341.0,1,22,0,25,359,52,12,2006,4,0,138.568,0.0,0.0,0.0,173.92600000000002,0.0,46.18933333333333,80.00227210106809,64.94833333333332,82.14138969768325,69.48466666666667,67.9834118555045,34.742333333333335,58.90593111546332,17.944809523809525,48.90743913889971
2006-12-26 20:00:00,109.916,2.098,241.43923076923076,17.607692307692307,511.0,4.0,464.0,0,20,1,26,360,52,12,2006,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.369333333333332,49.696323225616254,18.192297619047615,50.40133373134998
2006-12-26 21:00:00,141.508,3.688,240.32333333333335,12.345833333333331,575.0,8.0,850.0,0,21,1,26,360,52,12,2006,4,0,109.916,0.0,0.0,138.568,0.0,0.0,36.63866666666666,63.460032188246906,18.31933333333333,44.873019094625896,9.159666666666665,31.730016094123457,18.949166666666667,53.25204845185618,18.84655952380952,50.87495153414131
2006-12-28 08:00:00,107.804,4.9719999999999995,240.931914893617,9.536170212765958,629.0,0.0,836.0,0,8,3,28,362,52,12,2006,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.688869047619043,51.7253790815732
2006-12-28 09:00:00,65.784,1.61,240.9471428571429,9.814285714285717,548.0,0.0,433.0,0,9,3,28,362,52,12,2006,4,0,107.804,0.0,0.0,0.0,0.0,147.108,35.93466666666666,62.240668419718396,17.96733333333333,44.01079870516621,8.983666666666664,31.12033420985922,4.491833333333333,22.005399352583108,20.330559523809523,52.146639531379186
2006-12-28 20:00:00,11.36,0.6559999999999999,237.095,24.2,2.0,64.0,34.0,0,20,3,28,362,52,12,2006,4,0,0.0,0.0,0.0,0.0,109.916,45.44,0.0,0.0,0.0,0.0,14.465666666666664,34.95213730838564,7.232833333333335,25.27561464382591,19.25125,51.24429627554124
2006-12-28 21:00:00,300.418,9.864,237.22338983050847,21.647457627118644,640.0,1774.0,915.0,1,21,3,28,362,52,12,2006,4,0,11.36,0.0,0.0,0.0,141.508,0.0,3.786666666666657,6.558699057993854,1.8933333333333284,4.637700579668687,6.428666666666665,18.975225941083078,7.706166666666667,25.240621641326076,19.048392857142858,51.20744573351932
2006-12-28 22:00:00,43.88,1.224,239.05916666666667,15.35,388.0,2.0,0.0,0,22,3,28,362,52,12,2006,4,0,300.418,11.36,0.0,0.0,0.0,0.0,103.92599999999999,170.26183350357766,51.962999999999994,121.80238430342813,25.981499999999997,86.48676420911836,20.223583333333334,64.77835845264096,20.836595238095235,55.595665170939895
2006-12-29 20:00:00,167.67,9.23,233.1244444444445,16.093333333333334,1252.0,35.0,370.0,0,20,4,29,363,52,12,2006,4,0,0.0,0.0,0.0,11.36,0.0,127.272,0.0,0.0,0.0,0.0,0.0,0.0,14.819083333333332,61.51526964337472,19.274440476190474,54.519263393579266
2006-12-30 10:00:00,184.544,9.346,234.7355172413793,27.179310344827588,733.0,1017.0,490.0,0,10,5,30,364,52,12,2006,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.986249999999999,34.22549543103793,18.352249999999998,53.38677716850981
2006-12-30 18:00:00,55.196,3.434,230.277,24.020000000000003,340.0,0.0,163.0,0,18,5,30,364,52,12,2006,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.378666666666662,53.27326403866515,14.675583333333334,49.78247069166681,17.214738095238097,49.784561142692795
2006-12-30 19:00:00,173.308,14.402,232.61333333333337,19.225641025641025,919.0,19.0,646.0,0,19,5,30,364,52,12,2006,4,1,55.196,0.0,0.0,0.0,0.0,0.0,18.398666666666646,31.86742545819056,9.199333333333323,22.5336726404431,19.978333333333328,54.199530959616474,16.975416666666664,50.34678036760698,17.543285714285716,49.85235787060826
2006-12-30 20:00:00,142.772,4.782,234.87568181818185,13.86818181818182,515.0,0.0,418.0,0,20,5,30,364,52,12,2006,4,1,173.308,55.196,0.0,167.67,11.36,0.0,76.16799999999998,88.5369092751718,38.08399999999999,69.828239193037,34.42066666666666,69.36160956155571,24.196583333333333,59.41767656610691,18.574880952380955,51.26040787402002
2006-12-30 21:00:00,75.70400000000001,2.846,237.12551724137933,11.06206896551724,565.0,0.0,0.0,0,21,5,30,364,52,12,2006,4,1,142.772,173.308,55.196,0.0,300.418,0.0,123.75866666666666,61.308574190999884,61.87933333333333,78.0919892195522,46.31833333333333,74.94115095233464,23.159166666666668,56.97072672542616,19.424714285714288,52.12678453105104
2007-01-04 00:00:00,180.344,3.446,238.6586046511628,17.506976744186044,509.0,527.0,0.0,0,0,3,4,4,1,1,2007,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.907380952380953,36.22262768828936
2007-01-04 01:00:00,104.696,2.9,237.2909677419355,14.187096774193549,542.0,0.0,0.0,0,1,3,4,4,1,1,2007,1,0,180.344,0.0,0.0,0.0,0.0,0.0,60.11466666666664,104.12165694673388,30.05733333333332,73.62512969541483,15.02866666666666,52.06082847336694,7.514333333333333,36.81256484770743,8.980857142857142,38.582318736298
2007-01-05 19:00:00,4.832,0.6779999999999999,238.8525,5.050000000000001,5.0,5.0,0.0,0,19,4,5,5,1,1,2007,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.453773809523809,30.744721320484945
2007-01-05 20:00:00,178.542,6.0520000000000005,237.759,12.543333333333331,880.0,7.0,534.0,0,20,4,5,5,1,1,2007,1,0,4.832,0.0,0.0,0.0,0.0,167.67,1.6106666666666476,2.7897565007261464,0.8053333333333238,1.9726557395173028,0.4026666666666619,1.394878250362387,0.20133333333333334,0.9863278697597584,6.482535714285713,30.740907564918867
2007-01-05 21:00:00,152.406,6.156,237.3254385964912,11.252631578947367,502.0,6.0,983.0,0,21,4,5,5,1,1,2007,1,0,178.542,4.832,0.0,0.0,0.0,0.0,61.12466666666665,101.71509072568014,30.562333333333324,72.52069590859325,15.281166666666662,51.43259077460399,7.640583333333333,36.415184159688884,6.547250000000001,31.091705623780275
2007-01-05 22:00:00,16.314,0.858,235.605,17.7,96.0,6.0,68.0,0,22,4,5,5,1,1,2007,1,0,152.406,178.542,4.832,0.0,0.0,0.0,111.92666666666666,93.66281730405795,55.96333333333333,85.24882961933646,27.981666666666666,64.47867779398557,13.990833333333333,46.82545796212053,7.454428571428572,33.06060244633527
2007-01-06 12:00:00,219.332,14.954,231.3629411764706,18.83137254901961,1329.0,33.0,838.0,1,12,5,6,6,1,1,2007,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.670583333333333,46.73184606920885,6.453059523809524,30.077832058075632
2007-01-06 13:00:00,16.176000000000002,1.144,236.05428571428573,9.885714285714286,7.0,0.0,120.0,0,13,5,6,6,1,1,2007,1,1,219.332,0.0,0.0,0.0,0.0,0.0,73.11066666666665,126.631389241899,36.55533333333332,89.54191404401995,18.27766666666666,63.3156946209495,23.809416666666664,62.51800989761246,7.758607142857143,34.26476182864959
2007-01-07 13:00:00,196.316,11.578,236.47363636363636,15.247272727272728,493.0,1430.0,931.0,1,13,6,7,7,1,1,2007,1,1,0.0,0.0,0.0,16.176000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.674,3.3019121732715626,5.194297619047619,29.23321127368616
2007-01-07 14:00:00,52.014,1.888,240.06599999999997,14.466666666666669,498.0,17.0,264.0,0,14,6,7,7,1,1,2007,1,1,196.316,0.0,0.0,0.0,0.0,0.0,65.43866666666665,113.34309544623059,32.719333333333324,80.14567139070367,16.359666666666662,56.671547723115296,8.179833333333333,40.072835695351856,6.362845238095239,32.73794397174118
2007-01-07 19:00:00,19.636,1.078,232.558,16.880000000000003,40.0,1.0,83.0,0,19,6,7,7,1,1,2007,1,1,0.0,0.0,0.0,0.0,4.832,0.0,0.0,0.0,41.38833333333333,78.69874615943165,20.694166666666664,57.29226954331835,10.347083333333334,41.00685883660106,6.672452380952381,32.92283894431659
2007-01-07 20:00:00,176.95,6.912,235.01979591836732,15.46530612244898,445.0,15.0,829.0,0,20,6,7,7,1,1,2007,1,1,19.636,0.0,0.0,0.0,178.542,0.0,6.545333333333314,11.336849885807732,11.941666666666658,21.144305499747517,22.330499999999997,56.92673583810878,11.16525,40.987322094234464,6.789333333333333,32.93386241310167
2007-01-07 21:00:00,108.862,5.894,234.85142857142856,22.20952380952381,511.0,474.0,355.0,0,21,6,7,7,1,1,2007,1,1,176.95,19.636,0.0,0.0,152.406,0.0,65.52866666666664,96.9918979365459,32.76433333333332,71.07160581179137,37.07633333333333,71.63445661936382,18.538166666666665,53.03582713900896,7.842607142857143,35.448954836925296
2007-01-09 07:00:00,37.708,2.988,237.06230769230768,12.246153846153844,15.0,0.0,224.0,0,7,1,9,9,2,1,2007,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.490595238095239,36.28973664351324
2007-01-09 08:00:00,128.136,10.51,239.54933333333335,8.933333333333334,559.0,39.0,1054.0,0,8,1,9,9,2,1,2007,1,0,37.708,0.0,0.0,0.0,0.0,0.0,12.569333333333313,21.770723950602495,6.284666666666657,15.394226536810896,3.1423333333333283,10.885361975301183,1.5711666666666666,7.697113268405618,8.715047619047619,36.35346399226958
2007-01-09 09:00:00,87.348,3.188,237.829756097561,8.946341463414635,565.0,0.0,709.0,0,9,1,9,9,2,1,2007,1,0,128.136,37.708,0.0,0.0,0.0,0.0,55.281333333333315,65.85077947399967,27.640666666666657,51.49114300019622,13.820333333333329,37.596794349164036,6.910166666666666,26.941739138316603,9.477761904761905,37.4957559388793
2007-01-09 19:00:00,22.458,2.784,238.12399999999997,18.96,194.0,13.0,0.0,0,19,1,9,9,2,1,2007,1,0,0.0,0.0,0.0,0.0,19.636,0.0,0.0,0.0,0.0,0.0,21.09933333333333,42.77660624333082,10.549666666666667,31.48450941497181,9.997690476190476,37.96619418363987
2007-01-09 20:00:00,40.536,4.95,238.47333333333333,14.283333333333331,355.0,33.0,0.0,0,20,1,9,9,2,1,2007,1,0,22.458,0.0,0.0,0.0,176.95,0.0,7.48599999999998,12.966132345460801,3.74299999999999,9.168440107236606,19.828499999999995,42.46371329735542,11.485416666666666,31.491066727643997,10.131369047619048,37.970318598528614
2007-01-10 11:00:00,146.588,7.25,236.72034482758625,21.46896551724138,771.0,1029.0,491.0,0,11,2,10,10,2,1,2007,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.62475,9.283425057830058,10.372654761904762,38.034293300259414
2007-01-11 08:00:00,108.092,3.55,239.36303030303029,13.78181818181818,841.0,0.0,581.0,0,8,3,11,11,2,1,2007,1,0,0.0,0.0,0.0,0.0,128.136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.107833333333333,29.922150201258365,9.548535714285714,36.48840408203417
2007-01-11 19:00:00,118.636,8.812,230.294375,32.275,537.0,508.0,260.0,0,19,3,11,11,2,1,2007,1,0,0.0,0.0,0.0,0.0,22.458,0.0,0.0,0.0,0.0,0.0,9.007666666666662,31.20347264862251,4.503833333333334,22.064187106409925,10.191940476190476,37.26378694595227
2007-01-13 08:00:00,99.002,5.554,237.25136363636364,19.063636363636363,575.0,210.0,370.0,0,8,5,13,13,2,1,2007,1,1,0.0,0.0,0.0,0.0,108.092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.802309523809523,34.17189991580389
2007-01-13 09:00:00,66.912,3.05,236.0764705882353,16.705882352941178,579.0,10.0,137.0,0,9,5,13,13,2,1,2007,1,1,99.002,0.0,0.0,0.0,0.0,0.0,33.000666666666646,57.15883135031138,16.500333333333323,40.41739725250319,8.250166666666662,28.57941567515566,4.125083333333333,20.208698626251667,9.391607142857143,34.86579849553094
2007-01-13 10:00:00,163.918,24.37,236.4948936170213,14.982978723404257,946.0,116.0,70.0,0,10,5,13,13,2,1,2007,1,1,66.912,99.002,0.0,0.0,0.0,0.0,55.30466666666664,50.51135160865663,27.65233333333332,44.024317178880295,13.82616666666666,33.00779127262182,6.913083333333333,23.894363934175775,9.789892857142856,35.13898284818755
2007-01-13 11:00:00,166.296,12.834,235.08625,17.85,582.0,431.0,679.0,0,11,5,13,13,2,1,2007,1,1,163.918,66.912,99.002,0.0,0.0,0.0,109.94399999999997,49.42000133549172,54.97199999999999,67.84717793394205,27.485999999999994,54.00501670299629,13.743,39.89924337083621,10.765595238095237,37.08726006967765
2007-01-13 12:00:00,54.394,7.784,238.51285714285711,8.2,28.0,417.0,34.0,0,12,5,13,13,2,1,2007,1,1,166.296,163.918,66.912,0.0,0.0,219.332,132.37533333333332,56.70537654696718,82.68799999999999,74.53623283209312,41.343999999999994,66.25718901372136,20.672,50.45278639782294,11.75545238095238,38.96965125125482
2007-01-13 13:00:00,35.792,4.502,240.565,10.814285714285717,14.0,394.0,0.0,0,13,5,13,13,2,1,2007,1,1,54.394,166.296,163.918,0.0,0.0,16.176000000000002,128.20266666666666,63.93123788363038,91.75366666666666,65.18953480940529,45.87683333333333,65.02068431987041,22.938416666666665,50.70489484296591,10.77367857142857,35.64461325434398
2007-01-13 14:00:00,94.102,6.558,242.03851851851852,7.285185185185185,449.0,36.0,663.0,0,14,5,13,13,2,1,2007,1,1,35.792,54.394,166.296,0.0,0.0,0.0,85.49399999999997,70.59200382479594,97.719,56.12101000873023,48.8595,63.528696239645036,24.42975,50.526941649544966,10.890440476190477,35.694509109543546
2007-01-13 15:00:00,38.42,1.766,242.7207142857143,11.37142857142857,487.0,2.0,46.0,0,15,5,13,13,2,1,2007,1,1,94.102,35.792,54.394,0.0,0.0,0.0,61.42933333333332,29.78482770360339,96.90233333333333,56.1342564844914,56.70133333333333,62.752434629094566,28.350666666666665,52.17312142462252,11.450571428571427,36.256505941646736
2007-01-13 20:00:00,219.252,11.864,233.3006818181818,21.37272727272727,1157.0,0.0,735.0,1,20,5,13,13,2,1,2007,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.08699999999999,38.481864273966565,59.90299999999999,60.53752141065451,29.9515,51.85385941696898,11.679261904761905,36.30498418962389
2007-01-13 21:00:00,148.924,7.932,233.23689655172413,22.06896551724138,643.0,0.0,484.0,0,21,5,13,13,2,1,2007,1,1,219.252,0.0,0.0,0.0,0.0,0.0,73.08399999999999,126.58520122036387,42.945333333333316,87.72881621603392,69.92383333333333,75.66137075853572,39.086999999999996,64.1931640814083,12.984333333333334,39.66767340871758
2007-01-13 22:00:00,328.254,12.556,231.5203571428571,25.52857142857143,1424.0,18.0,921.0,1,22,5,13,13,2,1,2007,1,1,148.924,219.252,0.0,0.0,0.0,0.0,122.72533333333331,111.94926296020596,61.362666666666655,97.62943830354992,76.75816666666667,78.99512707851994,45.29216666666667,67.36978034934388,13.870785714285713,41.016832123103875
2007-01-13 23:00:00,233.946,6.37,234.27272727272728,22.88181818181818,922.0,0.0,742.0,1,23,5,13,13,2,1,2007,1,1,328.254,148.924,219.252,0.0,0.0,0.0,232.14333333333332,90.35735764913302,116.07166666666666,139.4020767272377,90.45283333333333,105.33294486776278,58.96941666666667,87.95162077747095,15.824678571428572,47.63638346772444
2007-01-14 02:00:00,117.06,6.022,241.4292857142857,17.65,647.0,0.0,500.0,0,2,6,14,14,2,1,2007,1,1,0.0,0.0,233.946,0.0,0.0,0.0,77.98199999999999,135.06878607583627,155.06266666666667,133.01476094729742,88.57483333333333,116.35232009862688,68.71716666666667,93.89521917526481,17.217214285714288,50.50412280795019
2007-01-14 15:00:00,114.558,6.974,242.43283018867925,8.939622641509434,506.0,64.0,953.0,0,15,6,14,14,2,1,2007,1,1,0.0,0.0,0.0,38.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.24400000000001,92.96607325255812,16.43584523809524,49.11410062000966
2007-01-14 16:00:00,201.678,11.01,239.01649122807015,14.933333333333334,623.0,1337.0,445.0,1,16,6,14,14,2,1,2007,1,1,114.558,0.0,0.0,0.0,0.0,0.0,38.185999999999986,66.14009213782532,19.092999999999982,46.76810765895902,9.546499999999991,33.07004606891252,48.41641666666667,94.01623587995977,17.117738095238096,49.67657364714497
2007-01-14 17:00:00,1.118,0.046,240.94,4.6,1.0,0.0,0.0,0,17,6,14,14,2,1,2007,1,1,201.678,114.558,0.0,0.0,0.0,0.0,105.41199999999998,101.14959667739667,52.70599999999998,86.17426115958284,26.35299999999999,64.28896677572993,56.81966666666667,98.41094470710526,18.318202380952382,51.657764570892844
2007-01-15 08:00:00,58.538,2.246,237.9348148148148,9.096296296296297,277.0,0.0,468.0,0,8,0,15,15,3,1,2007,1,0,0.0,0.0,0.0,0.0,99.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.223083333333335,46.43948965371065,16.50671428571429,49.71146217361583
2007-01-15 09:00:00,94.338,4.164,238.1177966101695,6.637288135593221,294.0,1.0,1026.0,0,9,0,15,15,3,1,2007,1,0,58.538,0.0,0.0,0.0,66.912,0.0,19.512666666666647,33.796930057822614,9.756333333333314,23.89803842717318,4.878166666666657,16.898465028911048,15.66216666666667,47.245066576279676,16.855154761904764,49.800144414814554
2007-01-15 10:00:00,67.138,4.08,237.8153846153846,10.9,528.0,22.0,450.0,0,10,0,15,15,3,1,2007,1,0,94.338,58.538,0.0,0.0,163.918,0.0,50.95866666666664,47.62351605387146,25.47933333333331,41.06379701229112,12.739666666666656,30.716839335906215,19.592916666666667,49.743681904178096,17.416690476190478,50.13966141347699
2007-01-16 07:00:00,2.988,0.216,237.3,12.6,1.0,0.0,17.0,0,7,1,16,16,3,1,2007,1,0,0.0,0.0,0.0,0.0,0.0,37.708,0.0,0.0,0.0,0.0,0.0,0.0,9.167250000000001,25.38138944230075,17.81632142857143,50.26740709509225
2007-01-16 08:00:00,65.094,7.3,241.732,4.59,513.0,25.0,225.0,0,8,1,16,16,3,1,2007,1,0,2.988,0.0,0.0,58.538,0.0,128.136,0.995999999999981,1.725122604344981,0.49799999999998107,1.21984589189684,0.24899999999999053,0.8625613021671032,9.29175,25.341764842372047,17.60965476190476,50.25650759875592
2007-01-16 09:00:00,49.248,4.732,242.5368,4.172,547.0,0.0,0.0,0,9,1,16,16,3,1,2007,1,0,65.094,2.988,0.0,94.338,0.0,87.348,22.693999999999978,36.749857632377584,11.34699999999998,26.357657430052086,5.67349999999999,18.732309843980946,9.564916666666667,25.92432392127824,17.234404761904763,49.65809438252188
2007-01-16 12:00:00,104.33,12.538,241.5913043478261,9.717391304347826,996.0,34.0,0.0,0,12,1,16,16,3,1,2007,1,0,0.0,0.0,49.248,0.0,0.0,0.0,16.41599999999998,28.43334605705107,19.55499999999998,29.58761340155677,9.77749999999999,22.410079730903476,4.888749999999999,16.28272683938669,17.00761904761905,49.42241315009373
2007-01-16 13:00:00,4.742,0.6000000000000001,243.3083333333333,3.3666666666666667,6.0,2.0,0.0,0,13,1,16,16,3,1,2007,1,0,104.33,0.0,0.0,0.0,0.0,0.0,34.77666666666665,60.23495358455383,36.943333333333314,43.283743177625624,18.471666666666657,34.982907190728845,9.235833333333334,25.967418186553687,17.628630952380952,49.86095401790427
2007-01-17 08:00:00,31.04,2.574,239.46,18.6,260.0,12.0,123.0,0,8,2,17,17,3,1,2007,1,0,0.0,0.0,0.0,65.094,58.538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.308916666666667,25.951532999732958,17.281892857142857,49.85546331770655
2007-01-17 09:00:00,193.628,19.954,239.99816666666663,13.61,1062.0,62.0,1059.0,1,9,2,17,17,3,1,2007,1,0,31.04,0.0,0.0,49.248,94.338,0.0,10.346666666666648,17.92095235564663,5.173333333333317,12.672026935997469,2.5866666666666585,8.960476177822779,7.890000000000001,23.592585578118953,17.466654761904763,49.84854984166765
2007-01-17 10:00:00,245.146,10.004,237.304,17.363333333333333,536.0,1843.0,1035.0,1,10,2,17,17,3,1,2007,1,0,193.628,31.04,0.0,0.0,67.138,0.0,74.88933333333331,103.99530576585344,37.44466666666665,77.51472842413015,18.722333333333324,55.79913228281554,13.905833333333334,44.095541838806874,18.619202380952384,51.64823343879265
2007-01-17 11:00:00,113.682,4.756,239.54119047619048,11.323809523809524,552.0,78.0,738.0,0,11,2,17,17,3,1,2007,1,0,245.146,193.628,31.04,0.0,0.0,146.588,156.60466666666665,111.75146628717381,78.30233333333331,111.14343243514959,39.151166666666654,85.36450139557513,24.12025,64.4360841800347,20.07840476190476,54.50315491678525
2007-01-17 21:00:00,89.914,4.326,236.5191304347826,16.52173913043478,148.0,0.0,372.0,0,21,2,17,17,3,1,2007,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.03799999999999,87.94522649509024,24.31233333333333,65.03821390848456,19.882535714285716,54.103454387362596
2007-01-17 22:00:00,163.24,6.524,240.4655,11.333333333333334,387.0,2.0,1063.0,0,22,2,17,17,3,1,2007,1,0,89.914,0.0,0.0,0.0,0.0,0.0,29.971333333333316,51.911872103916075,14.985666666666653,36.70723678876757,37.395166666666654,76.46978247865839,28.05875,66.15690406723147,20.417738095238093,54.34975771180765
2007-01-17 23:00:00,76.244,4.69,243.06866666666664,10.453333333333337,555.0,18.0,543.0,0,23,2,17,17,3,1,2007,1,0,163.24,89.914,0.0,0.0,0.0,0.0,84.38466666666665,81.76034824615991,42.19233333333332,69.35512532370377,30.56966666666666,57.55737681073843,34.860416666666666,71.33549022685548,21.389404761904764,55.43099280485778
2007-01-19 07:00:00,6.242,0.592,234.34,13.4,2.0,0.0,34.0,0,7,4,19,19,3,1,2007,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.493666666666666,54.68915192945011
2007-01-19 08:00:00,126.038,7.86,236.89033898305087,9.0,520.0,25.0,1014.0,0,8,4,19,19,3,1,2007,1,0,6.242,0.0,0.0,0.0,31.04,0.0,2.0806666666666476,3.6038203802829263,1.0403333333333238,2.5482858290720762,0.5201666666666596,1.8019101901399732,0.26008333333333333,1.2741429145361423,20.530821428571432,54.67726460939252
2007-01-19 09:00:00,97.386,3.298,235.7626,8.248000000000001,557.0,0.0,851.0,0,9,4,19,19,3,1,2007,1,0,126.038,6.242,0.0,0.0,193.628,0.0,44.09333333333331,71.03475865612089,22.046666666666656,51.00628773265757,11.023333333333326,36.264650299338754,5.511666666666667,25.703541239134346,21.28104761904762,55.255500085279905
2007-01-19 22:00:00,135.886,3.536,238.8238775510204,11.636734693877552,473.0,0.0,765.0,0,22,4,19,19,3,1,2007,1,0,0.0,0.0,0.0,0.0,163.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.569416666666667,31.76736317822267,21.860726190476193,55.54100101669538
2007-01-19 23:00:00,75.264,1.0,239.34347826086957,13.695652173913045,551.0,9.0,385.0,0,23,4,19,19,3,1,2007,1,0,135.886,0.0,0.0,0.0,76.244,0.0,45.29533333333331,78.45381867910154,22.647666666666655,55.47522719797237,11.323833333333326,39.22690933955071,15.231333333333334,40.81012962346547,22.66957142857143,56.20620863915021
